Review,Label Review,Kepuasan Umum/Sentimen
makanan enak enak sih cuman stock nya suka kosong kalau pesen yang cumi. setiap pesen cumi pasti konfirmasi lagi adanya ayam 😭 mending kalau kosong di menu nya kosong aja ish :((,Rasa & Tekstur Makanan,Positive
"Nasi dingin, ayam geprek dingin, saus keju bakar dingin, padahal ada kata bakarnya lho, ini beneran di bakar apa kagak?? padahal saya Gojek lokasi deket ke Kos saya cuma 5 menit, gak worth it bgt niat nya nyoba, malah nyesel, keren karyawan nya gak jalanin SOP kek gini, big NO sih... Kasih Bintang 2 karena taste aslinya oke..",Porsi & Harga,Positive
Cuminya gosong dan keras,Rasa & Tekstur Makanan,Negative
Tidak sesuai pesanan,Umum,Positive
"paha ayam nya kurang matang dalamnya, sama cuminya agak bau. klo mau tutup ditolak aja jangan terima klo akhirnya kualitasnya menurun",Kualitas Umum,Negative
"you ruin my mood really, thanks I appreciate it thank you I'm starving and pesanan ku salah tf bro? I'm starving, after complaining at WhatsApp too I must wait 15-30 minutes for my food at my hands, this is ridiculous really, and I'm not happy about my stomach getting starving",Umum,Neutral
ayam sama nasinya dikit banget padahal pesen yg jumbo.minta sambel bawang yg dikasih spicy galbi.,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
"menu kosong tapi di aplikasi ada, next bisa di crosscheck dl",Umum,Neutral
"NASI NYAAA GA KONSISTEN KEMARIN BELI ENAK PULEN SEKARANG ATOS/ KERAS, KEJU TIDAK DI BAKAR. NASI KERAS KEK KARAK, kecewa banget amboy 😥🥲😥🥲😥🥲😥🥲","Kualitas Umum , Rasa & Tekstur Makanan",Negative
"PESANAN TIDAK SESUAI. saya order ayam bukan cumi dan segala bumbu maupun sausnya berbeda, saya sangat kecewa, lain kali coba DICEK DULU, saya merasa dirugikan karena jelas dari segi harga sudah BERBEDA. Restoran juga tidak dapat dihubungi serta gofood yang mengantarkan tidak kooperatif.","Pelengkap (Bumbu) , Porsi & Harga , Rasa & Tekstur Makanan",Neutral
"banyakan sambalnya daripada ayamnya, masa dikasih ayam sisa2 gaada yang utuh. padahal dulu ayam geprek ka Dhani tuh langganan bgt","Pelengkap (Sambal) , Porsi & Harga",Positive
"PEDES BANGET, TAPI ENAK!!!!!",Rasa & Tekstur Makanan,Positive
"nasi keras, lauk juga seperti dihangatin lagi",Rasa & Tekstur Makanan,Negative
kenapa jadi gak enak cumi nya kayak Uda lama trus di angetin lagi jadi menyerap banyak minyak cumi nya saking lama nya sampai gak kerasa kalo itu cumi jadi kyak ngerasa asin doang,"Porsi & Harga , Rasa & Tekstur Makanan",Negative
berminyak dan terlihat berkilau,Rasa & Tekstur Makanan,Neutral
"ternyata ayam popcorn nya itu ayam geprek yg ga digeprek, jd sama aja",Umum,Neutral
makanan enak porsi pas,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
"Kemasan makanan dan minum tolong di pisahin dong,, minuman tumpah jadi merembes di makananny","Kemasan & Kebersihan , Minuman",Neutral
"makanan nya enak,tapi penanganan nya harus di ubah,jika menu kosong segera konfirmasi dengan baik dan cepat agar bisa didiskusikan dengan baik","Pelayanan , Rasa & Tekstur Makanan",Positive
"Jujur sama lainnya oke, cuma sering ceroboh. Makannya sering salah tidak sesuai yg di pesan. Mana ada tambahan waktu sampe 25 menit gara gara proses cumi nya. Sudah nunggu lama ternyata yang datang ayam semua 😩 lain kali di cek ulang ya. 2x dah sering salah pesanan. Terima kasih",Umum,Neutral
dikasi saus tidak sesuai trus tumpah2 ke kantong dan bungkus makanan lainnya sudah gitu kotaknya ga tertutup rapat kartonnya sebelum diletakkan makanannya,Kemasan & Kebersihan,Positive
"aku pesen 2. 1 nya sambel nya kayak busuk, aroma nya juga aroma busuk, satunya ayam nya alot (?)","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
cumi ne enteeekkkk,Umum,Neutral
"Pesen saos galbi malah dikasih bawang, disuruh pisah malah digabung 😮‍💨🤦🏻. Pesen dari jam 11.57 baru sampe 13.49. Next harus pinter ngatur manajemennya, nambah pegawai atau buka toko yang lebih besar biar pembeli ga nunggu terlalu lama",Umum,Negative
"yaopo boss makanane kurang iki, rugi bos mangkane lek rame gausah atek di uripno online e keju mozarella e gaono sambale pisan kurang",Pelengkap (Sambal),Negative
"udah enak,Porsinya pas,Cuman kurang pedes ajh","Porsi & Harga , Rasa & Tekstur Makanan",Neutral
"rasanyaa alwayss konsisten enakkk bgt, cuma kadang kalo pesen ayam, ayamnya g fresh dann tadi kecewa bgt si huhu add sosis malah dikasi odeng, kalo emh sosisnya abis minimal confirm dulu lahhh","Kualitas Umum , Rasa & Tekstur Makanan",Neutral
keren pesen 7 datang jam 10,Umum,Neutral
"saya pesan lauk saja, tapi ada 1 orderan yg pakai nasi, tidak sesuai, lain kali lebih teliti ya",Umum,Positive
"kalau beli di joder rasanya untung2an, kadang dapat enak kadang enggak. kali ini 50:50. bumbu kari nya rasanya asam, entah memang aslinya begitu atau karena sudah tidak segar. biasanya saya makan kari kalau agak asam juga gak sekental ini asamnya. tapi gak yakin juga. cumi nya hitam dan agak amis tapi Alhamdulillah nya nggak alot, masih bisa lah di makan. cuman sedih gak seenak dulu2.","Pelengkap (Bumbu) , Rasa & Tekstur Makanan",Neutral
enak pol sambalnyaa,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
"pesan 2 paket (6 porsi) yang dikasih ke driver cuma 1 paket (3 porsi),kasihan drivernya jadi bolak balik.trus request sambal dipisah malah dicampur untuk pesanan yang ketinggalan.lain kali yang teliti dan note tolong dibaca!!!","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal)",Neutral
MANTAP makanan worth it anak kos,Porsi & Harga,Positive
"Sudah 2x order dua porsi dengan add sosis, tapi selalu cuma dikasih di satu porsi. Tolong lebih diperhatikan.",Porsi & Harga,Neutral
josssssss uenakkkkkkk,Rasa & Tekstur Makanan,Positive
"selama pesan makan di Joder, ini merupakan pesanan paling mantap yang saya dapatkan. Ayam gepreknya masih fresh dan renyah. Lalu, sambel bawangnya juga enak, pedes asinnya pas di lidah saya. Kakaknya yang ngelayanin juga ramah dan baik, sambel abis konfirmasi ke saya, terus saya minta sambelnya dibanyakin juga dikasih. Saya ngerti ga gampang ngelola resto yang selalu penuh pelanggan, tapi saya harap Joder bisa nemuin cara buat selalu pertahanin pelayanan yang bagus seperti ini sehingga pelanggan ga dapet kualitas makanan yang gacha lagi. Thanks Joder..","Kualitas Umum , Pelayanan , Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Positive
enak seperti biasanya,Rasa & Tekstur Makanan,Positive
"sangat kecewa, bahkan minuman anggur TIDAK berasa anggur dan sangat berbeda, hanya warnanya saja ungu, entah kalian menipu konsumen, salah kirim, atau bagaimana tolong perbaiki kualitasnya 🙏🏻","Kualitas Umum , Minuman , Rasa & Tekstur Makanan",Negative
basreng ga enak,Rasa & Tekstur Makanan,Positive
Kacau rasanya. Sambal nya jg dikit bgt. Terus ayam nya kek ayam suwir bukan geprek,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
Makannya enak enak sih cuman lama banget :( sampe ada tulisan telat dan masih dibuat restonya hehe,Rasa & Tekstur Makanan,Neutral
"Saya pesan sosisnya 2, yang datang cuma 1",Umum,Neutral
apaan mesen 3 porsi satunya dikasi nasi doang. maksudnya loh,"Porsi & Harga , Porsi & Harga (Porsi Nasi)",Neutral
"mungkin resepnya berubah karena rasa sudah tidak sama seperti dulu dan menurut saya lebih enak yang dulu, dan tepung untuk ayamnya berasa keras saat digigit bukannya crunchy, sambalnya oke","Kualitas Umum , Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
ayam geprek andalan paling hot 🔥,Umum,Neutral
"ayam gepreknya enak bgtt langganan, cuman ayam di gepreknya terlalu besar dan saus mentai bakarnya tidak banyak seperti biasanya","Porsi & Harga , Rasa & Tekstur Makanan",Positive
katanya paha di menu tapi yg datang bukan paha. tidak konsisten dan rasanya keasinan.,"Kualitas Umum , Rasa & Tekstur Makanan",Neutral
"inimah bukan ayam geprek, tepung geprek, untung indomienya enak, proses cepet",Rasa & Tekstur Makanan,Positive
👍🏻 alhamdulillah,Umum,Neutral
"ikan calamary dikit,tepungnya yg bnyk.",Umum,Negative
"request sambal dipisah malah di campur semua,mana belinya 6 porsi lagi.notenya tolong di baca!!!","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal)",Neutral
gosong cumi nya,Umum,Neutral
"jujur bau ayam nya, trs ini gmn tanggung jawab e",Umum,Negative
"pesanan kurang lengkap, sosis saya yg satu kok gaada? komplain juga responnya lama. Bukan sekedar sosis, ini soal ketelitian, udah nunggu sejam, pesanan kurang lengkap.",Pelayanan,Negative
sayang deh sama adminnya😭🤗🤗,Umum,Neutral
sambalnya tolong ditambahin pak gak sesuai dengan porsi ayam dan nasinya yang banyak,"Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Nasi) , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Positive
penjual cuek gk ada jawab nya telat banget kirim ny kurang pedas,Rasa & Tekstur Makanan,Negative
mantap banget sesuai sama pesanan banget harga murah minta sambal banyak di kasih sesuai dah pokoknya,"Pelengkap (Sambal) , Porsi & Harga",Positive
"makanannya dingin, kurang nikmat kalau dimakan malam gini. kedepannya lebih evaluatif lagi",Umum,Negative
"rasanya enak kokk, tapi sayang terakhir kali order beli ayam sama cumi dikasihnya ayam semua, sekarang pesen ayam+enoki tapi enokinya kelupaan 🥲",Rasa & Tekstur Makanan,Positive
"normal sih rasanya,tapi kurang cocok aja rasanya kalau pas nasinya habis...",Rasa & Tekstur Makanan,Negative
Es teh gue mana??? ini cuma es sosro aja yg gue beli. Biasanya beli udh dpt es teh dan ini gue beli es teh sosro juga...harusnya DAPAT ES TEH 2!!! Saos spicy galbinya juga TUMPAH KEMANA²! Dan serius saos spicy galbinya dikasih DIKIT BANGET DI AYAM GEPREK + ENOKI GUE! LAIN KALI DICEK DONG GIMANA SIH INI BELI YA BELII,"Minuman , Minuman (Es teh)",Neutral
"porsi pas, enak, tp ayam kurang krispi","Porsi & Harga , Rasa & Tekstur Makanan",Neutral
enak bgt bgt semuaaa,Rasa & Tekstur Makanan,Positive
tolong diperbaiki nasinya dan kematangan cumi crispy soalnya terlalu gosong,Rasa & Tekstur Makanan,Neutral
Porsinya Cukup Besar,Porsi & Harga,Neutral
enak sii ayam nya banya banget tapi untuk aku yang anak kost an nasinya boleh ditambah lagi😭😭,Rasa & Tekstur Makanan,Positive
"Mohon untuk memperhatikan catatan pemesanan dari pembeli, misal catatan sambal dipisah atau tanpa sambal",Pelengkap (Sambal),Neutral
apasih dari kemarin pesenan ada yang kurang terus. INI ES TEHNYA MANA WOYYYYYYY,"Minuman , Minuman (Es teh)",Negative
ayam seperti kurang fresh,Umum,Negative
enaaak tapi sambal nya yang saya pengen kosoong 🥲.. overall okayy recommend buat buka puasa besok ini,Pelengkap (Sambal),Positive
arabian curry nya terlalu asin banget tidak dikasih sendok juga,Rasa & Tekstur Makanan,Neutral
"kali ini di bikin kecewa, sambal bawangnya kecut 😭 udang rambutanya kurang matang dan masih ber tepung 😭😭😭😭 kalau beli mending sore hari fresh smua 😭😭",Pelengkap (Sambal),Negative
"saya setiap beli disini ada aja yang kurang, pasti ada yang kurang, sampe heran. dan pasti kurangnya dua jenis, beneran loh heran aku. gak sekali dua kali, setiap kali loh, setiap kali, aduuuh.",Umum,Negative
Geprek Joder yang ini menurutku lebih bagus sih dari yang nginden Kota tapi kok aneh ratingnya bagusan sana ayo teman² customer kasih bintang 5,Umum,Neutral
cumiku nggak ada🙃 rasanya pedass poll cocok buat yg stress,Rasa & Tekstur Makanan,Neutral
selalu jadi fav!,Umum,Neutral
dimsumnya kurang fresh,Umum,Negative
terlalu pedes dan gk ad lalapan ny...,Pelengkap (Lalapan),Neutral
Semoga Semakin Laris,Umum,Neutral
Gassssss beliiiii,Umum,Neutral
lama kalii kak pesanannya saya sampai kelaparan,Umum,Negative
"pesenan saya tidak sesuai,saya pesan apa yang datang apa",Umum,Positive
sedih uang 37 rb dapet teh nasi + telur dadar :(,Minuman,Neutral
sambal bawang bakar tp dikasu mentai,Pelengkap (Sambal),Neutral
dimsum masih mentah bau minta sambal di pisah tapi dicampur ayam ga fresh bau enoki ga kriuk,Pelengkap (Sambal),Negative
"jamur enoki nya kalau bisa anget atau panas ya, buat mertua soalnya, tadi udah dingin",Umum,Neutral
cuminya keras banget,Rasa & Tekstur Makanan,Negative
ga sesuai pesanan,Umum,Positive
"kemana"" kalo hbis ngampus selalu makan geprek joder mntep lah pokoknya🤩🤩",Umum,Neutral
makanannya enak tapi kalau boleh untuk sosisnya di grill atau di bakar lagi,Rasa & Tekstur Makanan,Positive
"muantulllssss porsi jumbo harganya murahh, rasa sambalnya mantab, gurihnya berasaaa","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Neutral
"terima kasih joderr, berkah amanah laris slaluu top😊👍🏻🙏🏻",Umum,Neutral
nasinya kayak lontong gini gak enak gak sesuai ekspektasi,Rasa & Tekstur Makanan,Positive
definisi enak bgtyy cumi fresh bgtttt GAPELITTT wowww,Rasa & Tekstur Makanan,Positive
tolong kalau mas diperbaiki lagi yaa pesanannya apa datengnya mgawur tidak sesuai yg dipesan,Umum,Positive
"minta saos cajun mayo-nya dipisah karena gak langsung dimakan, biar gak basi. eh ternyata saosnya ga dimasukin ke orderanku 😕 gapapa deh mungkin kelupaan mas/mbaknya, semoga next time bisa lebih teliti.",Umum,Neutral
"Rasa jamur enoki nya aneh kalo dicampur spicy galby, entah jamur nya yang gak fresh atau bumbunya. Rasanya enek / bikin mual. Semoga bisa ditingatkan lagi fresh dari jamur enokinya","Pelengkap (Bumbu) , Rasa & Tekstur Makanan",Neutral
"beli paket jumbo yang dikirim paket reguler, free dimsum juga tapi pas sampek gak ada dimsumnya, dan udah note mau sambal dipisah tapi tetep dicampur.",Pelengkap (Sambal),Neutral
Sambal asin bener dahhhhhhh gabisa di makan,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
nasinya tambahin dong hehe,Rasa & Tekstur Makanan,Neutral
"saya pesan yg jumbo dua, tapi malah dikasih yg reguler, mana dikit lg",Umum,Neutral
sudah jadi langganan n jd prioritas utama kl lg laper pg2. enak,Rasa & Tekstur Makanan,Positive
es tehnya bocor dan tidak ada sendoknya sama sekali,"Minuman , Minuman (Es teh)",Neutral
sumpah ini klo emg menu habis itu di nonaktifkan menu nya. trs lebih teliti jg aku mesen ayam geprek jumbo X dimsum kukus tulisannya tpi ga dpt dimsum nya. dan resto ngechat habis tpi seenaknya sendiri ganti menu. udh gitu aku beli topping tambahan mie single malah yg dtg gaada tambahan mie single. kocakk!,Rasa & Tekstur Makanan,Positive
Porsinya Cukup Banyak,Porsi & Harga,Neutral
"lainnya enak.. mantep tapi enokinya ngga kriuk , adem.",Rasa & Tekstur Makanan,Positive
Terimakasih banyak promo nya,Porsi & Harga,Neutral
Kali ini ayamnya fresh,Umum,Neutral
aku mesen 11.30 br dapet jam set 2 🥲,Umum,Neutral
"keras, tidak crispy, kualitas menurun dari pertama beli","Kualitas Umum , Rasa & Tekstur Makanan",Negative
"porsi mantab, sambel oke","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal)",Positive
Pilih ada sosisnya malah Gk dikasih,Umum,Neutral
amis ayamnya...,Umum,Neutral
"enak banget, pedes huh hah",Rasa & Tekstur Makanan,Positive
"maaf bgt tp ayamnya bau, gabisa dimakan karna bau bgt😿 ditingkatin lagi ya kualitas nya",Kualitas Umum,Negative
gaada norinya. padahal pesen yg ada norinya,Umum,Neutral
cumi apaan fulll tepung tokkk,Umum,Neutral
"sudah nunggu lama, yang datang gak sesuai pesanan (nasi ayamnya) pesannya sambal mentai, yang datang sambal bawang😢.",Pelengkap (Sambal),Neutral
Enak bingit sampe gabisa berkata kata,Rasa & Tekstur Makanan,Positive
salah makanan. pesennya apa datengnya apa,Umum,Negative
"kayaknya dikasih sambel sesendok lagi ga rugi sih, alias dikit bgt sambelnya :(",Pelengkap (Sambal),Neutral
cumi nya engga anget kyak nya sisa kemarin yah engga fresh soalnya,Umum,Neutral
ga dikasih es teh nya🤦🏻‍♀️,"Minuman , Minuman (Es teh)",Neutral
"porsi jumbo, cocok buat anak kosan 🤩",Porsi & Harga,Neutral
Perfect semua ❤ cuma sayang bgt sendoknya letoy 😂 moga next sendoknya ga letoy lagi,Umum,Neutral
"ayamnya terlalu hancur dan rasa ayam krg gurih, untuk sambal enak..","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
lumayan enak si tpi mnrtku klau Saus mayo mnding dkasih sekat biar g tumpah,Rasa & Tekstur Makanan,Positive
Katanya jumbo. Taunya biasa aja porsinya 🤦🏻‍♂️,Porsi & Harga,Neutral
tidak ada sambal dan lauknya salah (penjual tidak konfirmasi ke pembeli jika lauk maupun sambal diganti),Pelengkap (Sambal),Negative
"pesennya mentai bakar 1 spicy gilby bakar 1, tapi yg dateng spicy gilby bakar semua..",Umum,Neutral
"ayamnya masih pink alias setengah mateng🥲 nasinya jg ada kotorannya🥲 prosesnya cepet si drpd dulu tapi yaa gak gini juga bang🥲 pesennya ayam geprek tapi ayamnya jg gak ada digeprek alias utuh🥲 udah banyak yang ngasih masukan di review lain, jadi tolong diperbaiki","Kemasan & Kebersihan , Porsi & Harga , Rasa & Tekstur Makanan",Neutral
"Saya sangat sering beli d sini Rasanya enak, murah juga, cuma kadang tidak sesuai pesanan Barusan saya tambah add-on sambal galbi, tpi tidak dikasih add-on nya, saya pikir akan d pisahkan tpi tidak ada, di menu yg saya pesan pun sambal galbinya juga tidak ditambahkan banyak Saya pesan jumbo, tpi yg datang seperti reguler beberapa kali begitu, tpi saya tetap puas krn rasa juga enak semoga jadi masukkan kedepannya","Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Positive
Pitek e gosong lek,Umum,Neutral
jujur sausnya dikit banget gakaya biasanya walaupun enak 🥲😭,Rasa & Tekstur Makanan,Positive
beli lvl 6. gak pedes blas,Umum,Neutral
"pesen to x brut + sosis gaada sosisnya, pesen 2 nasi ayamnya dikit malah kebanyakan ky kremesan hadeh",Porsi & Harga,Neutral
Muantaaapppp puuoollllll,Umum,Neutral
agak gosong cuminyaa😭😭,Umum,Neutral
"restonya lama sekali , smpai nunggu hampir setengah jam lebih",Umum,Negative
saos mentai nya enakkk bangett,Rasa & Tekstur Makanan,Positive
"terimakasih sudah masak makanan seenaknya ini,tapi terlalu pedas ,aku jadi nangis😭",Rasa & Tekstur Makanan,Positive
"2 kali pesen dpt hal yg ga menyenangkan, teh nya rada gaena trs kapan hari pernah pesan sambal dipisah tp tetep di campur padahal udh nambah uang..","Minuman , Pelengkap (Sambal)",Neutral
Pesanan ada yang salah. lain kali dicek dulu ya.,Umum,Negative
"kenapa nasi nya bau ya? terus kering juga, mohon di perbaiki ya 🙏 terus kan gratis minum pas mau di tusuk ke gelas minum nya tbtb udh sobek gelas nya dan ya alhasil tumpah semua 🙂","Minuman , Rasa & Tekstur Makanan",Negative
Tolong banget klo kosong chat aja saya pasti ganti kok Masa kulit cuman 4 biji digigit rasanya tengik kayak gak layak makan😭😭😭 trus lama bangetttt kasian gojeknya Keknya kemarjn di cab nginden cepet dan responsive dehhh yg di srikana zonk bgt,"Pelayanan , Rasa & Tekstur Makanan",Negative
enak tapi sausnya sangat sedikit,"Porsi & Harga , Rasa & Tekstur Makanan",Neutral
"Bumbu currynya terlalu manis, jadi agak eneg","Pelengkap (Bumbu) , Rasa & Tekstur Makanan",Neutral
chat nya resto berkata ayam masih diproses driver gojek berkata ayam kosong karena belum kirim² 😅😅,Umum,Neutral
"sudah ada catatan sambal di pisah, malah dicampur",Pelengkap (Sambal),Neutral
saya pesan extra topping enoki tapi tidak ada enokinya,Umum,Neutral
"Pesanan saya masuk jam 11.08 tapi baru dikasi tau kalo kulit sama cumi habis itu set 12 disaat drivernya udah datang. Kenapa ga bilang dari awal biar bisa cancel sebelum driver datang. Mana diganti ayam tapi hari ini ayamnya kurang fresh, baunya amis. akhirnya jadi ga kemakan ayamnya😭😭",Umum,Negative
"ayam agak bau nasi nya juga kayak bubur hadeh gimana coba, uda gitu saya pesen porsi jumbo malah di kasi yng porsi reguler mana mahal lagi 26rb","Porsi & Harga , Porsi & Harga (Porsi Nasi)",Negative
pesanan tidak lengkap,Umum,Neutral
"Saya kecewa, saya pesan 2nasi.. begitu datang cuman 1nasi",Umum,Negative
"omg enak banget!! mentainya ga pelit sama adminnya juga ramah, thank u","Pelayanan , Rasa & Tekstur Makanan",Positive
Tidak ada rasa Cumi nya sama sekali Lemon Tea rasanya seperti es teh tawar,"Minuman , Minuman (Es teh) , Rasa & Tekstur Makanan",Neutral
cumi nya mau basi,Umum,Neutral
gak mengecewakan,Umum,Neutral
"saya pesen paket ayam yg 23 (sama es teh) 2 biji, tapi kok gaada es tehnya, mohon kedepannya bisa lebih teliti lagi ya","Minuman , Minuman (Es teh)",Neutral
pesen ayam geprek yg datang cuma kulit,Umum,Neutral
sering beli disini tapi kali ini nasinya seperti beda jenis. rasanya kurang enak dan tidak matang,Rasa & Tekstur Makanan,Neutral
seperti biasaa sambal bawang josssssss,Pelengkap (Sambal),Neutral
keju bakar nya habis okee terus minimal klo habis item kasih nasi nya banyakk dong,Porsi & Harga,Positive
ordernya mentai bakar & spicy galbi bakar tapi datangnya tidak dibakar,Umum,Neutral
porsinya pas cabe nya masih bnyk yg utuh TPI mantab,Porsi & Harga,Neutral
TOBOR apa ada di situ,Umum,Neutral
adain cumi yg ga asin plisss hehe,Rasa & Tekstur Makanan,Neutral
Minumnya ada yang kurang,Minuman,Negative
Enak dan Porsi Jumbo,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
"kulit mentai nya pedes banget dan keju nya enak sih suka juga, mentai nya kok pedes ya gk kayak waktu itu aku beli rasanya gk pedes, maaf baru kasih ulasan 🙏 porsi nya pas kok pesan ayam habis di ganti kulit 😍 tapi aku suka kok sama kulit nya krispi gitu masih krispi jarak nya padahal jauh dari rumah ku 😌","Porsi & Harga , Rasa & Tekstur Makanan",Positive
Ga dapet enokinya,Umum,Neutral
"Halo kak, Mimin bisa minta tolong fotokan boxnya ❤️ Format Komplain. Nama : Alamat : No. Wa : Orderan yg salah : No di Box : Order di outlet mana : KOMPLAIN, HUBUNGIN W.A : 087854513021",Umum,Negative
pesen ayam geprek 2 dingin semua ayam nya,Umum,Neutral
"konfirmasi ketersediaan lauk lambat, hampir setengah (-) jam baru dikabarkan kosong dan untuk menu tambahan yg kosong tidak diganti harga sehingga masih tetap terbayar. saus kari baru kali ini dapat yg encer sekali seperti air (+) ayamnya dimasak fresh serta porsinya banyak, jamurnya porsinya banyak, saus bakarnya enak dan dapat banyak","Pelayanan , Porsi & Harga , Rasa & Tekstur Makanan",Positive
oke sih kurang nasi saja nasi habis lauknya masih banyak emang lauknya super banyak. tpi tambahin nasi ya kalau saya yang order lagi,Porsi & Harga,Neutral
nasinya keras dan kering,Rasa & Tekstur Makanan,Negative
cuminya alott bgttt,Rasa & Tekstur Makanan,Negative
Dimsum dan baso udah bau,Umum,Negative
"jujur, biasanya beli ga sekering ini waktu ke sana, ini nyoba beli lewat gojek dapet bener2 kering banget arah ke mau gosong tapi untung enggak pahit, next bisa diperhatiin lagi ya, aku kasih rating 4 karna aku tau kalian ga gini biasanya",Rasa & Tekstur Makanan,Negative
nasi nya kering,Rasa & Tekstur Makanan,Negative
"pesan yang plus sosis, tapi gak ada sosisnya.",Umum,Neutral
langganan SMK ipiems nyellll🤩,Umum,Positive
"lama banget 1,5jam",Umum,Negative
"saus salah, dan ini sudah beberapa kali",Umum,Negative
muantappp pedes poll,Umum,Neutral
GILAAAAA enak banget anjir 😭 the best ini mah worth it banget,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
maaf mau kasih saran aku udah sering beli tapi pasti kurang terus pesanan nya aku chat tapi adminnya slow respon banget kedepannya semoga lebih amanah lagi,Pelayanan,Negative
"kualitas ayamnya buruk, tidak segar, bau basi. nasinya juga keras bau kurang sedap","Kualitas Umum , Rasa & Tekstur Makanan",Negative
nunggu lama nasi belum matang mantapppp makasih banyak :) untung saya baik :) tapi ga akan repeat order sihh,Porsi & Harga,Neutral
"ayam geprek nya enak, tapi nasi nya mgkin bisa diganti nasi yg agak sesuai ya, karena nasinya agak kuning dn agak keras",Rasa & Tekstur Makanan,Positive
enak tapi orderan lama bener,Rasa & Tekstur Makanan,Neutral
biasanya aku beli baik baik sajaaa dan enak. tapi hari ini beli ada tisu yang warna item gitu kecampur di ayamnya huhuhu. mungkin bisa ditingkatkan lagi kebersihannya. kaget bgt mana udah abis separo makanannya 😭😭😭,"Kemasan & Kebersihan , Rasa & Tekstur Makanan",Positive
"TOLONG YAA PESANAN SAYA ADA YANG KURANG DAN GADA KONFIRMASI SAMA SEKALII, CABANG SRIKANA JELEKK PELAYANAN NYA!!!!!!!!!!!!!!!!",Pelayanan,Negative
"enak sih tpi tolong kualitas nasinya diperbaiki, nasi masih kyk mentah","Kualitas Umum , Rasa & Tekstur Makanan",Positive
sosis nya ga dikasih,Umum,Neutral
Nasi sangat kurang tanak,Umum,Negative
"sambel basi, nasi dingin",Pelengkap (Sambal),Neutral
Terbaik kalo sudah Joder Ka Dhani,Umum,Positive
saos e endi bos?!!,Umum,Neutral
"makasii joder, selalu banyak promonyaa 🫶🏻 sangat rekomen buat anak kosan kalo lg hemattt. porsinya juga beuhh banyak pollll ayamnya ga pelittt 🫶🏻",Porsi & Harga,Neutral
bola udang nya hampir basi🙏🏻 padahal nasi sama ayam gepreknya sudah mantep,Umum,Neutral
pesanan tidak sesuai!!,Umum,Positive
"enak, bersih,rapi","Kemasan & Kebersihan , Rasa & Tekstur Makanan",Positive
"setiap beli pasti ada aja kekurangannya, pernah beli es teh tapi es teh nya ga dikasi, ga dikasi sendok, ayamnya bau hadehh","Minuman , Minuman (Es teh)",Negative
Pelayanan sangat lama. Sebaiknya jika sudah terlalu lama tidak mengambil orderan baru.,Pelayanan,Negative
"ayam bau bnget, trs juga dingin kek 3 hari ga D panasin keras bgt rasa karet ban",Rasa & Tekstur Makanan,Negative
"Saran ayam nya d cek lagi, ad beberapa yg hampir basi",Umum,Neutral
"nasinya banyakkkkk, cuman agak aneh mungkin kebanyakan air yaa. untuk rasa ayam dll nya sih enak yaa terutama bumbunyaaa, request nasi nya tambahin dikit eh dipenuhin satu kotak donggg. luvvvv suka","Pelengkap (Bumbu) , Porsi & Harga , Rasa & Tekstur Makanan",Positive
"bumbu ga sesuai, minta mentai bakar, kok ga di bakar ya, kemarin beli kulit di kasih ayam, tolong di perbaiki ya, makasih🙏🏻",Pelengkap (Bumbu),Positive
"enak si, udah sering banget order disini, tapi dua kali terakhir ini order tapi gak sesuai pesanan, padahal pesan lauk aja tapi yg datang malah ada nasinya, agak kecewa sih",Rasa & Tekstur Makanan,Positive
enoki e mana ya kak? kok malah jadi ketambahan nasi 1 bungkus?,Kemasan & Kebersihan,Neutral
pesen ayam panggang malah dikirim ayam ukepan C○K,Umum,Neutral
mantul dehhhhhh,Umum,Neutral
cumi nya kurang crispy sedikit sih tapi enak gak nyesel pesan disini,"Porsi & Harga , Rasa & Tekstur Makanan",Negative
sayang saya pesen porsi lauk jumbo tpi yang dateng porsi normal,Porsi & Harga,Neutral
"makanan kurang 1 indomi cumi calamari sosis sapi gk ada, indomi ayam gepreknya juga gk ada udang mozzarelanya kalo kayak gini saya rugi uda bayar orderannya gk ada beli 3 cuma dapat 2",Umum,Negative
